topicid;topic;title;content
18;سلامت;چگونه زمانی که دکتر ها نمی توانند کمک کنند کمک دیگری پیدا کنیم ؟;من شرایط بیماری مزمنی ( مربوط به شکم ) دارم. من در طی سال های گذشته به چندین پزشک مراجعه کرده ام و هیچ چیز را نتوانسته اند پیدا کنند - طبق تمام آزمایش هایم کاملا سالم هستم.من به دنبال نصیحت شخصی نیستم و به جای مراجعه به پزشک که هیچ چیزی پیدا نمی کند به دنبال راهی کلی در این رابطه  هستم .آیا منابع آنلاین معتبری وجود دارد که من بتوانم در آن وضعیت خود را به تفضیل بیان کنم شاید کسی ایده ای داشته باشد؟اگر هرگونه پیشنهاد محتملی را دریافت کنم ممکن است  بتوانم آن را با پزشکم در میان بگذارم و ببینم که آیا منطقی هست یا نه . من به دنبال داروی جایگزین یا چیزهایی نیستم که از لحاظ علمی ثابت نشده اند. من فقط می خواهم اطمینان حاصل کنم که پزشکان من هیچ چیز ارزشمندی که می تواند به وضعیت من مرتبط باشد  را از دست نداده باشند .می دانم که بیماری های مزمن شناخته نشده ای وجود دارند اما می خواهم بدانم که تمام گزینه های ممکن را بررسی کرده ام.
18;سلامت;چگونه فردی میتواند سیستم ایمنی بدن خود را قویتر کند و از آنفلوآنزا جلوگیری کند؟;"<p><span style=""font-size:14px"">اگر فرد مکررا به </span>آنفلوآنزا&nbsp;<span style=""font-size:14px"">مبتلا شود، چگونه میتواند سیستم ایمنی بدن خود را قویتر کند؟ و باید چه &nbsp;غذا های را روزانه بخورد؟</span></p>"
18;سلامت;آیا می توانید بعد از مسواک زدن آجیل بخورید؟;"من از یک آگهی بازرگانی به یاد دارم که مسواک زدن برای این است که از دست پلاک خلاص شویم(لایه ی نازکی که بر روی دندان ها تشکیل می شود و شامل تعداد زیادی باکتری است.) و دلیل خلاص شدن از پلاک این است که  از تولید اسید با شکرها جلوگیری کنیم.اگر من شکر نخورم چه می شود  ؟

آیا این به معنی آن است که غذاهایی مانند آجیل، نان، سیب زمینی، گوشت می توانند پس از مسواک زدن خورده شوند؟

علاوه بر این، آیا می توانم سیب زمینی و نان بخورم و اصلا دوباره مسواک نزنم و این هیچ تاثیری بر روی دندان هایم نداشته باشد؟"
18;سلامت;چه عواملی باعث می شود که افراد با شرایط بدنی نامناسب زود تر دچار تنگی نفس شوند؟;"<p><span style=""font-size:14px"">چه مکانیزم فیزیولوژیکی وجود دارد که افرادی که اضافه وزن دارند یا روفرم نیستند راحتر&nbsp; از افرادی که در شرایط خوبی هستند &nbsp;دچار تنگی نفس می شوند؟ آیا صرفا نسبت قدرت به وزن است؟ عوامل درگیر چه چیز هایی هستند؟</span></p>"
18;سلامت;اثرات شناخته شده سیگار الکترونیکی بر روی سلامتی چیست ؟;سیگارهای الکترونیکی توسط تعدادی از پزشکان به عنوان یک جایگزین برای سیگار توصیه می شود، زیرا آنها ظاهرا سالم تر هستند.نظر نهایی علم در باره اثرات سیگار الکترونیکی بر روی سلامتی چیست ؟
18;سلامت;درمان موهای خاکستری چیست؟;"همانطور که می دانیم مو به دلیل عدم وجود رنگدانه و ملانین به موهای خاکستری یا سفید تبدیل می شود. مقاله و مطالعاتی در سالهای 2006 و 2013 نشان می دهد که تجمع H2o2 می تواند رنگ موی انسان را تحت تاثیر قرار دهد که سبب کاهش سطح سروتونین و ملاتونین می شود. پس به نظر می رسد که  بالا رفتن سطح  پراکسید هیدروژن دلیل اصلی خاکستری شدن موست .پس کم  کردن و یا حل کردن پراکسید هیدروژن  فولیکول های مو  و بدنه مو باعث می شود که خاکستری شدن مو معکوس شود درست است؟ من نیازمند تفسیر مطالعات فوق هستم .اگر چنین است ما اکنون درمانی برای موی خاکستری داریم؟ این درمان ها چه هستند؟

تا کنون من درباره دپو ملانین شنیده ام که حاوی مقداری اسید است که می تواند پراکسید هیدروژن  زیر پوست سر   را به منظور جلوگیری از خاکستری شدن  موها در خود حل کند و این چیزی است که آنها  ادعا می کنند: دپو ملانین با ترکیبات اصلی pseudocatalase و کاتالاز از لحاظ علمی برای جلوگیری از موهای خاکستری اثبات شده است"
19;کامپیوتر و موبایل;مشکل بازیابی اپل آیدی در آیفون;راهکاری برای از بازیابی پسورد اپل ایدی در آیفون بدون داشتن ایمیل و پسورد؟
19;کامپیوتر و موبایل;از نظر شما چه تهدیداتی در شبکه های اجتماعی مجازی وجود دارد ؟;از نظر شما چه تهدیداتی در شبکه های اجتماعی مجازی وجود دارد؟
19;کامپیوتر و موبایل;کدوم آنتی ویروس برای جلوگیری از spyware بهتره؟;"سلام. کسی میدونه کدوم آنتی ویروس برای جلوگیری از spyware بهتره؟

مرسی."
19;کامپیوتر و موبایل;دلایل استفاده عمومی از نرم افزار تلگرام چیست;دلایل استفاده عمومی از نرم افزار تلگرام چیست؟ دلیل همه گیر شدن تلگرام چیست؟
19;کامپیوتر و موبایل;موضوع برای پایان نامه;موضوعات جدید در شاخه مهندسی کامپیوتر ومهندسی فناوری اطلاعات  برای پایان نامه ارشد  را لطفا معرفی کنید؟
19;کامپیوتر و موبایل;نرم افزار کلیک ویو کار میکنه؟;سلام.عید همگی مبارک.کسی با نرم افزار کلیک ویو کار کرده؟؟؟می تونه راهنمایی کنه!!!!!
19;کامپیوتر و موبایل;کدام سرویس بهتره  ADSL یا Wireless ؟;سلام. من می خوام اینترنت پر سرعت بدون قطع و وصلی داشته باشم. می خواستم بدونم کدوم سرویس مناسب تره adsl یا وایرلس؟ ممنون
19;کامپیوتر و موبایل;تفاوت بین مودم وایرلس تک آنتن و مودم وایرلس چند آنتن چیست؟;
19;کامپیوتر و موبایل;تفاوت مودم وایرلس تک پورت و مودم وایرلس ۴ پورت چیست؟;
19;کامپیوتر و موبایل;اندروید یا آی او اس، آیفون یا گوشی اندرویدی مثل سامسونگ;"سلام بر همه

برای خرید گوشی، به نظر شما گوشی اندروید بهتره یا آی او اس، یا به عبارت دیگه گوشی آیفون بگیرم یا گوشی اندرویدی مثل سامسونگ؟

میدونم آیفون باکلاس تر و گرونتره اما میگن دردسرهای خودشم داره و اندروید کاربرپسندتره"
19;کامپیوتر و موبایل;خرید گوشی تا یک میلیون;"من یه سوال دارم.

تا یک میلیون تومن برای خرید گوشی، چه پیشنهادی دارین؟

کاربردهایی که برام اولویت داره شبکه های اجتماعی مثل تلگرام و اینستاگرام و بازی هستش.

ممنون"
